registradoEm,nomeEpisodio,animeNome,temporada,loreNome,modeloLlm,statusFinal,totalLinhas,falasTraduzidas,falasDoCache,tempoTotalMs,quantidadeAvisos
2026-07-26T04:58:36.710228Z,Mobile.Suit.Gundam.ZZ.S01E08_ENG.ass,Mobile Suit Gundam ZZ,Temporada Única,Mobile Suit Gundam ZZ,mistralai/mistral-nemo-instruct-2407,PARCIAL,363,349,0,296800,4
2026-07-26T05:03:51.429324900Z,Mobile.Suit.Gundam.ZZ.S01E09_ENG.ass,Mobile Suit Gundam ZZ,Temporada Única,Mobile Suit Gundam ZZ,mistralai/mistral-nemo-instruct-2407,PARCIAL,385,371,0,314692,3
2026-07-26T05:09:01.189881700Z,Mobile.Suit.Gundam.ZZ.S01E10_ENG.ass,Mobile Suit Gundam ZZ,Temporada Única,Mobile Suit Gundam ZZ,mistralai/mistral-nemo-instruct-2407,CONCLUIDO,378,370,0,309730,5
2026-07-26T05:13:44.002048900Z,Mobile.Suit.Gundam.ZZ.S01E11_ENG.ass,Mobile Suit Gundam ZZ,Temporada Única,Mobile Suit Gundam ZZ,mistralai/mistral-nemo-instruct-2407,PARCIAL,373,364,0,282783,7
2026-07-26T05:18:58.682731500Z,Mobile.Suit.Gundam.ZZ.S01E12_ENG.ass,Mobile Suit Gundam ZZ,Temporada Única,Mobile Suit Gundam ZZ,mistralai/mistral-nemo-instruct-2407,PARCIAL,374,361,0,314647,6
2026-07-26T05:23:59.034616800Z,Mobile.Suit.Gundam.ZZ.S01E13_ENG.ass,Mobile Suit Gundam ZZ,Temporada Única,Mobile Suit Gundam ZZ,mistralai/mistral-nemo-instruct-2407,PARCIAL,399,374,0,300324,9
2026-07-26T05:29:32.216998100Z,Mobile.Suit.Gundam.ZZ.S01E14_ENG.ass,Mobile Suit Gundam ZZ,Temporada Única,Mobile Suit Gundam ZZ,mistralai/mistral-nemo-instruct-2407,PARCIAL,408,394,0,333148,9
2026-07-26T05:34:51.681736800Z,Mobile.Suit.Gundam.ZZ.S01E15_ENG.ass,Mobile Suit Gundam ZZ,Temporada Única,Mobile Suit Gundam ZZ,mistralai/mistral-nemo-instruct-2407,PARCIAL,381,362,0,319435,12
2026-07-26T05:39:42.045086400Z,Mobile.Suit.Gundam.ZZ.S01E16_ENG.ass,Mobile Suit Gundam ZZ,Temporada Única,Mobile Suit Gundam ZZ,mistralai/mistral-nemo-instruct-2407,CONCLUIDO,403,382,0,290340,2
2026-07-26T05:44:26.176704600Z,Mobile.Suit.Gundam.ZZ.S01E17_ENG.ass,Mobile Suit Gundam ZZ,Temporada Única,Mobile Suit Gundam ZZ,mistralai/mistral-nemo-instruct-2407,CONCLUIDO,371,359,0,284113,4
2026-07-26T05:49:08.693055900Z,Mobile.Suit.Gundam.ZZ.S01E18_ENG.ass,Mobile Suit Gundam ZZ,Temporada Única,Mobile Suit Gundam ZZ,mistralai/mistral-nemo-instruct-2407,PARCIAL,356,340,0,282485,6
2026-07-26T05:54:05.462385400Z,Mobile.Suit.Gundam.ZZ.S01E19_ENG.ass,Mobile Suit Gundam ZZ,Temporada Única,Mobile Suit Gundam ZZ,mistralai/mistral-nemo-instruct-2407,CONCLUIDO,369,353,0,296742,2
2026-07-26T06:00:29.221396400Z,Mobile.Suit.Gundam.ZZ.S01E20_ENG.ass,Mobile Suit Gundam ZZ,Temporada Única,Mobile Suit Gundam ZZ,mistralai/mistral-nemo-instruct-2407,PARCIAL,480,458,0,383727,5
2026-07-26T06:05:54.588920100Z,Mobile.Suit.Gundam.ZZ.S01E21_ENG.ass,Mobile Suit Gundam ZZ,Temporada Única,Mobile Suit Gundam ZZ,mistralai/mistral-nemo-instruct-2407,PARCIAL,391,369,0,325334,9
2026-07-26T06:10:49.335625800Z,Mobile.Suit.Gundam.ZZ.S01E22_ENG.ass,Mobile Suit Gundam ZZ,Temporada Única,Mobile Suit Gundam ZZ,mistralai/mistral-nemo-instruct-2407,PARCIAL,385,365,0,294728,3
2026-07-26T06:15:46.976110900Z,Mobile.Suit.Gundam.ZZ.S01E23_ENG.ass,Mobile Suit Gundam ZZ,Temporada Única,Mobile Suit Gundam ZZ,mistralai/mistral-nemo-instruct-2407,PARCIAL,361,346,0,297609,7
2026-07-26T06:20:49.701445800Z,Mobile.Suit.Gundam.ZZ.S01E24_ENG.ass,Mobile Suit Gundam ZZ,Temporada Única,Mobile Suit Gundam ZZ,mistralai/mistral-nemo-instruct-2407,PARCIAL,381,363,0,302699,8
2026-07-26T06:24:39.334084400Z,Mobile.Suit.Gundam.ZZ.S01E25_ENG.ass,Mobile Suit Gundam ZZ,Temporada Única,Mobile Suit Gundam ZZ,mistralai/mistral-nemo-instruct-2407,PARCIAL,311,284,0,229606,4
2026-07-26T06:29:29.005510300Z,Mobile.Suit.Gundam.ZZ.S01E26_ENG.ass,Mobile Suit Gundam ZZ,Temporada Única,Mobile Suit Gundam ZZ,mistralai/mistral-nemo-instruct-2407,PARCIAL,374,347,0,289655,10
2026-07-26T06:33:18.075761100Z,Mobile.Suit.Gundam.ZZ.S01E27_ENG.ass,Mobile Suit Gundam ZZ,Temporada Única,Mobile Suit Gundam ZZ,mistralai/mistral-nemo-instruct-2407,CONCLUIDO,300,281,0,229046,3
2026-07-26T06:37:20.640062100Z,Mobile.Suit.Gundam.ZZ.S01E28_ENG.ass,Mobile Suit Gundam ZZ,Temporada Única,Mobile Suit Gundam ZZ,mistralai/mistral-nemo-instruct-2407,PARCIAL,333,306,0,242541,7
2026-07-26T06:42:07.592776300Z,Mobile.Suit.Gundam.ZZ.S01E29_ENG.ass,Mobile Suit Gundam ZZ,Temporada Única,Mobile Suit Gundam ZZ,mistralai/mistral-nemo-instruct-2407,PARCIAL,348,336,0,286917,7
2026-07-26T06:47:14.664389400Z,Mobile.Suit.Gundam.ZZ.S01E30_ENG.ass,Mobile Suit Gundam ZZ,Temporada Única,Mobile Suit Gundam ZZ,mistralai/mistral-nemo-instruct-2407,PARCIAL,387,367,0,307033,9
2026-07-26T06:51:55.142437600Z,Mobile.Suit.Gundam.ZZ.S01E31_ENG.ass,Mobile Suit Gundam ZZ,Temporada Única,Mobile Suit Gundam ZZ,mistralai/mistral-nemo-instruct-2407,PARCIAL,323,315,0,280450,9
2026-07-26T06:56:16.149878800Z,Mobile.Suit.Gundam.ZZ.S01E32_ENG.ass,Mobile Suit Gundam ZZ,Temporada Única,Mobile Suit Gundam ZZ,mistralai/mistral-nemo-instruct-2407,CONCLUIDO,316,303,0,260982,2
2026-07-26T07:01:18.134386100Z,Mobile.Suit.Gundam.ZZ.S01E33_ENG.ass,Mobile Suit Gundam ZZ,Temporada Única,Mobile Suit Gundam ZZ,mistralai/mistral-nemo-instruct-2407,CONCLUIDO,413,393,0,301949,3
2026-07-26T07:06:05.416871600Z,Mobile.Suit.Gundam.ZZ.S01E34_ENG.ass,Mobile Suit Gundam ZZ,Temporada Única,Mobile Suit Gundam ZZ,mistralai/mistral-nemo-instruct-2407,PARCIAL,378,362,0,287256,6
2026-07-26T07:10:26.831135900Z,Mobile.Suit.Gundam.ZZ.S01E35_ENG.ass,Mobile Suit Gundam ZZ,Temporada Única,Mobile Suit Gundam ZZ,mistralai/mistral-nemo-instruct-2407,PARCIAL,307,291,0,261386,10
2026-07-26T07:14:18.536768300Z,Mobile.Suit.Gundam.ZZ.S01E36_ENG.ass,Mobile Suit Gundam ZZ,Temporada Única,Mobile Suit Gundam ZZ,mistralai/mistral-nemo-instruct-2407,PARCIAL,290,281,0,231670,9
2026-07-26T07:19:24.726096800Z,Mobile.Suit.Gundam.ZZ.S01E37_ENG.ass,Mobile Suit Gundam ZZ,Temporada Única,Mobile Suit Gundam ZZ,mistralai/mistral-nemo-instruct-2407,CONCLUIDO,381,368,0,306164,7
2026-07-26T07:24:36.446213700Z,Mobile.Suit.Gundam.ZZ.S01E38_ENG.ass,Mobile Suit Gundam ZZ,Temporada Única,Mobile Suit Gundam ZZ,mistralai/mistral-nemo-instruct-2407,CONCLUIDO,389,374,0,311686,6
2026-07-26T07:29:08.937700200Z,Mobile.Suit.Gundam.ZZ.S01E39_ENG.ass,Mobile Suit Gundam ZZ,Temporada Única,Mobile Suit Gundam ZZ,mistralai/mistral-nemo-instruct-2407,PARCIAL,331,322,0,272469,7
2026-07-26T07:34:14.761935800Z,Mobile.Suit.Gundam.ZZ.S01E40_ENG.ass,Mobile Suit Gundam ZZ,Temporada Única,Mobile Suit Gundam ZZ,mistralai/mistral-nemo-instruct-2407,CONCLUIDO,411,393,0,305806,2
2026-07-26T07:37:58.922234100Z,Mobile.Suit.Gundam.ZZ.S01E41_ENG.ass,Mobile Suit Gundam ZZ,Temporada Única,Mobile Suit Gundam ZZ,mistralai/mistral-nemo-instruct-2407,PARCIAL,306,287,0,224134,3
2026-07-26T07:43:02.594269100Z,Mobile.Suit.Gundam.ZZ.S01E42_ENG.ass,Mobile Suit Gundam ZZ,Temporada Única,Mobile Suit Gundam ZZ,mistralai/mistral-nemo-instruct-2407,PARCIAL,414,385,0,303637,6
2026-07-26T07:47:51.851991700Z,Mobile.Suit.Gundam.ZZ.S01E43_ENG.ass,Mobile Suit Gundam ZZ,Temporada Única,Mobile Suit Gundam ZZ,mistralai/mistral-nemo-instruct-2407,CONCLUIDO,378,362,0,289227,3
2026-07-26T07:52:26.686698Z,Mobile.Suit.Gundam.ZZ.S01E44_ENG.ass,Mobile Suit Gundam ZZ,Temporada Única,Mobile Suit Gundam ZZ,mistralai/mistral-nemo-instruct-2407,PARCIAL,329,319,0,274801,3
2026-07-26T07:56:35.993118800Z,Mobile.Suit.Gundam.ZZ.S01E45_ENG.ass,Mobile Suit Gundam ZZ,Temporada Única,Mobile Suit Gundam ZZ,mistralai/mistral-nemo-instruct-2407,CONCLUIDO,293,284,0,249282,3
2026-07-26T08:01:02.664223800Z,Mobile.Suit.Gundam.ZZ.S01E46_ENG.ass,Mobile Suit Gundam ZZ,Temporada Única,Mobile Suit Gundam ZZ,mistralai/mistral-nemo-instruct-2407,CONCLUIDO,331,320,0,266637,8
2026-07-26T08:04:10.670333700Z,Mobile.Suit.Gundam.ZZ.S01E47_ENG.ass,Mobile Suit Gundam ZZ,Temporada Única,Mobile Suit Gundam ZZ,mistralai/mistral-nemo-instruct-2407,PARCIAL,249,231,0,187994,6
2026-07-26T12:25:24.359272700Z,Mobile Suit Zeta Gundam - S01E01_Track2.ass,Mobile Suit Zeta Gundam,Temporada Única,Mobile Suit Zeta Gundam,mistralai/mistral-nemo-instruct-2407,CONCLUIDO,207,188,0,155834,0
2026-07-26T12:29:43.799069800Z,Mobile Suit Zeta Gundam - S01E02_Track2.ass,Mobile Suit Zeta Gundam,Temporada Única,Mobile Suit Zeta Gundam,mistralai/mistral-nemo-instruct-2407,PARCIAL,301,294,0,259431,8
2026-07-26T12:35:07.075297300Z,Mobile Suit Zeta Gundam - S01E03_Track2.ass,Mobile Suit Zeta Gundam,Temporada Única,Mobile Suit Zeta Gundam,mistralai/mistral-nemo-instruct-2407,PARCIAL,356,350,0,323270,4
2026-07-26T12:40:03.548590Z,Mobile Suit Zeta Gundam - S01E04_Track2.ass,Mobile Suit Zeta Gundam,Temporada Única,Mobile Suit Zeta Gundam,mistralai/mistral-nemo-instruct-2407,CONCLUIDO,318,312,0,296465,13
2026-07-26T12:44:20.230084800Z,Mobile Suit Zeta Gundam - S01E05_Track2.ass,Mobile Suit Zeta Gundam,Temporada Única,Mobile Suit Zeta Gundam,mistralai/mistral-nemo-instruct-2407,CONCLUIDO,309,298,0,256677,1
2026-07-26T12:49:25.411658900Z,Mobile Suit Zeta Gundam - S01E06_Track2.ass,Mobile Suit Zeta Gundam,Temporada Única,Mobile Suit Zeta Gundam,mistralai/mistral-nemo-instruct-2407,PARCIAL,344,331,0,305170,13
2026-07-26T12:54:00.600262200Z,Mobile Suit Zeta Gundam - S01E07_Track2.ass,Mobile Suit Zeta Gundam,Temporada Única,Mobile Suit Zeta Gundam,mistralai/mistral-nemo-instruct-2407,PARCIAL,303,300,0,275184,5
2026-07-26T12:58:46.503244300Z,Mobile Suit Zeta Gundam - S01E08_Track2.ass,Mobile Suit Zeta Gundam,Temporada Única,Mobile Suit Zeta Gundam,mistralai/mistral-nemo-instruct-2407,PARCIAL,294,288,0,285898,11
2026-07-26T13:03:48.599769100Z,Mobile Suit Zeta Gundam - S01E09_Track2.ass,Mobile Suit Zeta Gundam,Temporada Única,Mobile Suit Zeta Gundam,mistralai/mistral-nemo-instruct-2407,CONCLUIDO,349,343,0,302087,8
2026-07-26T13:08:26.765981700Z,Mobile Suit Zeta Gundam - S01E10_Track2.ass,Mobile Suit Zeta Gundam,Temporada Única,Mobile Suit Zeta Gundam,mistralai/mistral-nemo-instruct-2407,CONCLUIDO,308,293,0,278160,12
2026-07-26T13:13:34.024500900Z,Mobile Suit Zeta Gundam - S01E11_Track2.ass,Mobile Suit Zeta Gundam,Temporada Única,Mobile Suit Zeta Gundam,mistralai/mistral-nemo-instruct-2407,PARCIAL,364,352,0,307252,9
2026-07-26T13:17:41.823869100Z,Mobile Suit Zeta Gundam - S01E12_Track2.ass,Mobile Suit Zeta Gundam,Temporada Única,Mobile Suit Zeta Gundam,mistralai/mistral-nemo-instruct-2407,CONCLUIDO,303,295,0,247791,4
2026-07-26T13:22:53.185084500Z,Mobile Suit Zeta Gundam - S01E13_Track2.ass,Mobile Suit Zeta Gundam,Temporada Única,Mobile Suit Zeta Gundam,mistralai/mistral-nemo-instruct-2407,PARCIAL,349,335,0,311339,7
2026-07-26T13:26:44.348275300Z,Mobile Suit Zeta Gundam - S01E14_Track2.ass,Mobile Suit Zeta Gundam,Temporada Única,Mobile Suit Zeta Gundam,mistralai/mistral-nemo-instruct-2407,CONCLUIDO,278,271,0,231158,8
2026-07-26T13:31:38.211012800Z,Mobile Suit Zeta Gundam - S01E15_Track2.ass,Mobile Suit Zeta Gundam,Temporada Única,Mobile Suit Zeta Gundam,mistralai/mistral-nemo-instruct-2407,PARCIAL,356,344,0,293855,9
2026-07-26T13:36:40.587994700Z,Mobile Suit Zeta Gundam - S01E16_Track2.ass,Mobile Suit Zeta Gundam,Temporada Única,Mobile Suit Zeta Gundam,mistralai/mistral-nemo-instruct-2407,PARCIAL,382,365,0,302369,4
2026-07-26T13:40:52.298618500Z,Mobile Suit Zeta Gundam - S01E17_Track2.ass,Mobile Suit Zeta Gundam,Temporada Única,Mobile Suit Zeta Gundam,mistralai/mistral-nemo-instruct-2407,PARCIAL,333,317,0,251706,2
2026-07-26T13:46:33.151669200Z,Mobile Suit Zeta Gundam - S01E18_Track2.ass,Mobile Suit Zeta Gundam,Temporada Única,Mobile Suit Zeta Gundam,mistralai/mistral-nemo-instruct-2407,PARCIAL,386,367,0,340848,21
2026-07-26T13:50:20.349679100Z,Mobile Suit Zeta Gundam - S01E19_Track2.ass,Mobile Suit Zeta Gundam,Temporada Única,Mobile Suit Zeta Gundam,mistralai/mistral-nemo-instruct-2407,PARCIAL,321,305,0,227193,3
2026-07-26T13:55:12.405364600Z,Mobile Suit Zeta Gundam - S01E20_Track2.ass,Mobile Suit Zeta Gundam,Temporada Única,Mobile Suit Zeta Gundam,mistralai/mistral-nemo-instruct-2407,CONCLUIDO,356,334,0,292048,5
2026-07-26T14:00:06.696178300Z,Mobile Suit Zeta Gundam - S01E21_Track2.ass,Mobile Suit Zeta Gundam,Temporada Única,Mobile Suit Zeta Gundam,mistralai/mistral-nemo-instruct-2407,PARCIAL,352,342,0,294285,8
2026-07-26T14:05:27.016118500Z,Mobile Suit Zeta Gundam - S01E22_Track2.ass,Mobile Suit Zeta Gundam,Temporada Única,Mobile Suit Zeta Gundam,mistralai/mistral-nemo-instruct-2407,CONCLUIDO,377,362,0,320312,7
2026-07-26T14:11:01.689988600Z,Mobile Suit Zeta Gundam - S01E23_Track2.ass,Mobile Suit Zeta Gundam,Temporada Única,Mobile Suit Zeta Gundam,mistralai/mistral-nemo-instruct-2407,CONCLUIDO,382,367,0,334662,7
2026-07-26T14:15:21.953611800Z,Mobile Suit Zeta Gundam - S01E24_Track2.ass,Mobile Suit Zeta Gundam,Temporada Única,Mobile Suit Zeta Gundam,mistralai/mistral-nemo-instruct-2407,CONCLUIDO,351,328,0,260253,4
2026-07-26T14:20:49.777005600Z,Mobile Suit Zeta Gundam - S01E25_Track2.ass,Mobile Suit Zeta Gundam,Temporada Única,Mobile Suit Zeta Gundam,mistralai/mistral-nemo-instruct-2407,PARCIAL,367,352,0,327818,10
2026-07-26T14:25:24.444048800Z,Mobile Suit Zeta Gundam - S01E26_Track2.ass,Mobile Suit Zeta Gundam,Temporada Única,Mobile Suit Zeta Gundam,mistralai/mistral-nemo-instruct-2407,PARCIAL,359,338,0,274659,7
2026-07-26T14:30:51.525188Z,Mobile Suit Zeta Gundam - S01E27_Track2.ass,Mobile Suit Zeta Gundam,Temporada Única,Mobile Suit Zeta Gundam,mistralai/mistral-nemo-instruct-2407,CONCLUIDO,378,360,0,327071,8
2026-07-26T14:35:52.318956800Z,Mobile Suit Zeta Gundam - S01E28_Track2.ass,Mobile Suit Zeta Gundam,Temporada Única,Mobile Suit Zeta Gundam,mistralai/mistral-nemo-instruct-2407,CONCLUIDO,372,356,0,300784,5
2026-07-26T14:41:18.941992600Z,Mobile Suit Zeta Gundam - S01E29_Track2.ass,Mobile Suit Zeta Gundam,Temporada Única,Mobile Suit Zeta Gundam,mistralai/mistral-nemo-instruct-2407,PARCIAL,393,376,0,326615,8
2026-07-26T14:44:59.930931900Z,Mobile Suit Zeta Gundam - S01E30_Track2.ass,Mobile Suit Zeta Gundam,Temporada Única,Mobile Suit Zeta Gundam,mistralai/mistral-nemo-instruct-2407,CONCLUIDO,295,282,0,220983,6
2026-07-26T14:49:13.407051600Z,Mobile Suit Zeta Gundam - S01E31_Track2.ass,Mobile Suit Zeta Gundam,Temporada Única,Mobile Suit Zeta Gundam,mistralai/mistral-nemo-instruct-2407,PARCIAL,342,330,0,253468,2
2026-07-26T14:53:19.376996600Z,Mobile Suit Zeta Gundam - S01E32_Track2.ass,Mobile Suit Zeta Gundam,Temporada Única,Mobile Suit Zeta Gundam,mistralai/mistral-nemo-instruct-2407,CONCLUIDO,347,329,0,245957,1
2026-07-26T14:57:26.560063600Z,Mobile Suit Zeta Gundam - S01E33_Track2.ass,Mobile Suit Zeta Gundam,Temporada Única,Mobile Suit Zeta Gundam,mistralai/mistral-nemo-instruct-2407,PARCIAL,336,316,0,247178,3
2026-07-26T15:02:00.180582300Z,Mobile Suit Zeta Gundam - S01E34_Track2.ass,Mobile Suit Zeta Gundam,Temporada Única,Mobile Suit Zeta Gundam,mistralai/mistral-nemo-instruct-2407,PARCIAL,352,336,0,273613,4
2026-07-26T15:06:16.414656800Z,Mobile Suit Zeta Gundam - S01E35_Track2.ass,Mobile Suit Zeta Gundam,Temporada Única,Mobile Suit Zeta Gundam,mistralai/mistral-nemo-instruct-2407,PARCIAL,335,320,0,256228,5
2026-07-26T15:09:50.915571700Z,Mobile Suit Zeta Gundam - S01E36_Track2.ass,Mobile Suit Zeta Gundam,Temporada Única,Mobile Suit Zeta Gundam,mistralai/mistral-nemo-instruct-2407,PARCIAL,314,287,0,214494,1
2026-07-26T15:14:57.104628300Z,Mobile Suit Zeta Gundam - S01E37_Track2.ass,Mobile Suit Zeta Gundam,Temporada Única,Mobile Suit Zeta Gundam,mistralai/mistral-nemo-instruct-2407,CONCLUIDO,376,369,0,306181,2
2026-07-26T15:19:45.894396200Z,Mobile Suit Zeta Gundam - S01E38_Track2.ass,Mobile Suit Zeta Gundam,Temporada Única,Mobile Suit Zeta Gundam,mistralai/mistral-nemo-instruct-2407,PARCIAL,381,359,0,288781,4
2026-07-26T15:24:17.832023200Z,Mobile Suit Zeta Gundam - S01E39_Track2.ass,Mobile Suit Zeta Gundam,Temporada Única,Mobile Suit Zeta Gundam,mistralai/mistral-nemo-instruct-2407,PARCIAL,391,370,0,271931,2
2026-07-26T15:28:49.372379400Z,Mobile Suit Zeta Gundam - S01E40_Track2.ass,Mobile Suit Zeta Gundam,Temporada Única,Mobile Suit Zeta Gundam,mistralai/mistral-nemo-instruct-2407,PARCIAL,378,354,0,271529,1
2026-07-26T15:33:38.710103500Z,Mobile Suit Zeta Gundam - S01E41_Track2.ass,Mobile Suit Zeta Gundam,Temporada Única,Mobile Suit Zeta Gundam,mistralai/mistral-nemo-instruct-2407,CONCLUIDO,407,395,0,289331,1
2026-07-26T15:37:32.353571800Z,Mobile Suit Zeta Gundam - S01E42_Track2.ass,Mobile Suit Zeta Gundam,Temporada Única,Mobile Suit Zeta Gundam,mistralai/mistral-nemo-instruct-2407,PARCIAL,311,292,0,233632,2
2026-07-26T15:41:41.233842300Z,Mobile Suit Zeta Gundam - S01E43_Track2.ass,Mobile Suit Zeta Gundam,Temporada Única,Mobile Suit Zeta Gundam,mistralai/mistral-nemo-instruct-2407,PARCIAL,320,296,0,248876,4
2026-07-26T15:45:56.931624400Z,Mobile Suit Zeta Gundam - S01E44_Track2.ass,Mobile Suit Zeta Gundam,Temporada Única,Mobile Suit Zeta Gundam,mistralai/mistral-nemo-instruct-2407,CONCLUIDO,373,344,0,255688,2
2026-07-26T15:49:45.993909400Z,Mobile Suit Zeta Gundam - S01E45_Track2.ass,Mobile Suit Zeta Gundam,Temporada Única,Mobile Suit Zeta Gundam,mistralai/mistral-nemo-instruct-2407,CONCLUIDO,306,292,0,229057,2
2026-07-26T15:53:56.269994900Z,Mobile Suit Zeta Gundam - S01E46_Track2.ass,Mobile Suit Zeta Gundam,Temporada Única,Mobile Suit Zeta Gundam,mistralai/mistral-nemo-instruct-2407,PARCIAL,351,323,0,250269,3
2026-07-26T15:58:10.505199200Z,Mobile Suit Zeta Gundam - S01E47_Track2.ass,Mobile Suit Zeta Gundam,Temporada Única,Mobile Suit Zeta Gundam,mistralai/mistral-nemo-instruct-2407,PARCIAL,350,335,0,254228,3
2026-07-26T16:01:38.945035500Z,Mobile Suit Zeta Gundam - S01E48_Track2.ass,Mobile Suit Zeta Gundam,Temporada Única,Mobile Suit Zeta Gundam,mistralai/mistral-nemo-instruct-2407,CONCLUIDO,308,283,0,208433,1
2026-07-26T16:04:45.118132900Z,Mobile Suit Zeta Gundam - S01E49_Track2.ass,Mobile Suit Zeta Gundam,Temporada Única,Mobile Suit Zeta Gundam,mistralai/mistral-nemo-instruct-2407,PARCIAL,286,264,0,186163,2
2026-07-26T16:08:39.885788800Z,Mobile Suit Zeta Gundam - S01E50_Track2.ass,Mobile Suit Zeta Gundam,Temporada Única,Mobile Suit Zeta Gundam,mistralai/mistral-nemo-instruct-2407,PARCIAL,329,311,0,234762,4
2026-07-26T17:38:25.380583100Z,Mobile.Suit.Gundam.ZZ.S01E01_ENG.ass,Mobile Suit Gundam ZZ,Temporada Única,Mobile Suit Gundam ZZ,mistralai/mistral-nemo-instruct-2407,PARCIAL,301,297,0,300039,2
2026-07-26T17:42:09.606387800Z,Mobile.Suit.Gundam.ZZ.S01E02_ENG.ass,Mobile Suit Gundam ZZ,Temporada Única,Mobile Suit Gundam ZZ,mistralai/mistral-nemo-instruct-2407,CONCLUIDO,289,285,0,224216,1
2026-07-26T17:46:45.697305100Z,Mobile.Suit.Gundam.ZZ.S01E03_ENG.ass,Mobile Suit Gundam ZZ,Temporada Única,Mobile Suit Gundam ZZ,mistralai/mistral-nemo-instruct-2407,CONCLUIDO,335,326,0,276086,3
2026-07-26T17:51:38.648355200Z,Mobile.Suit.Gundam.ZZ.S01E04_ENG.ass,Mobile Suit Gundam ZZ,Temporada Única,Mobile Suit Gundam ZZ,mistralai/mistral-nemo-instruct-2407,PARCIAL,359,348,0,292943,5
2026-07-26T17:56:28.735573600Z,Mobile.Suit.Gundam.ZZ.S01E05_ENG.ass,Mobile Suit Gundam ZZ,Temporada Única,Mobile Suit Gundam ZZ,mistralai/mistral-nemo-instruct-2407,PARCIAL,379,360,0,290072,7
2026-07-26T18:00:54.925619100Z,Mobile.Suit.Gundam.ZZ.S01E06_ENG.ass,Mobile Suit Gundam ZZ,Temporada Única,Mobile Suit Gundam ZZ,mistralai/mistral-nemo-instruct-2407,PARCIAL,340,325,0,266185,5
2026-07-26T18:05:28.521721700Z,Mobile.Suit.Gundam.ZZ.S01E07_ENG.ass,Mobile Suit Gundam ZZ,Temporada Única,Mobile Suit Gundam ZZ,mistralai/mistral-nemo-instruct-2407,CONCLUIDO,330,319,0,273591,4
2026-07-26T18:10:19.120042400Z,Mobile.Suit.Gundam.ZZ.S01E08_ENG.ass,Mobile Suit Gundam ZZ,Temporada Única,Mobile Suit Gundam ZZ,mistralai/mistral-nemo-instruct-2407,PARCIAL,363,348,0,290594,4
2026-07-26T18:15:33.809233300Z,Mobile.Suit.Gundam.ZZ.S01E09_ENG.ass,Mobile Suit Gundam ZZ,Temporada Única,Mobile Suit Gundam ZZ,mistralai/mistral-nemo-instruct-2407,PARCIAL,385,371,0,314678,5
2026-07-26T18:20:45.623179300Z,Mobile.Suit.Gundam.ZZ.S01E10_ENG.ass,Mobile Suit Gundam ZZ,Temporada Única,Mobile Suit Gundam ZZ,mistralai/mistral-nemo-instruct-2407,CONCLUIDO,378,370,0,311807,4
2026-07-26T18:25:38.854825100Z,Mobile.Suit.Gundam.ZZ.S01E11_ENG.ass,Mobile Suit Gundam ZZ,Temporada Única,Mobile Suit Gundam ZZ,mistralai/mistral-nemo-instruct-2407,PARCIAL,373,365,0,293221,7
2026-07-26T18:31:05.583194900Z,Mobile.Suit.Gundam.ZZ.S01E12_ENG.ass,Mobile Suit Gundam ZZ,Temporada Única,Mobile Suit Gundam ZZ,mistralai/mistral-nemo-instruct-2407,CONCLUIDO,374,362,0,326724,5
2026-07-26T18:36:11.027256700Z,Mobile.Suit.Gundam.ZZ.S01E13_ENG.ass,Mobile Suit Gundam ZZ,Temporada Única,Mobile Suit Gundam ZZ,mistralai/mistral-nemo-instruct-2407,PARCIAL,399,375,0,305435,9
2026-07-26T18:41:31.194482800Z,Mobile.Suit.Gundam.ZZ.S01E14_ENG.ass,Mobile Suit Gundam ZZ,Temporada Única,Mobile Suit Gundam ZZ,mistralai/mistral-nemo-instruct-2407,PARCIAL,408,394,0,320162,8
2026-07-26T18:46:53.804262Z,Mobile.Suit.Gundam.ZZ.S01E15_ENG.ass,Mobile Suit Gundam ZZ,Temporada Única,Mobile Suit Gundam ZZ,mistralai/mistral-nemo-instruct-2407,PARCIAL,381,363,0,322605,14
2026-07-26T18:51:45.500288300Z,Mobile.Suit.Gundam.ZZ.S01E16_ENG.ass,Mobile Suit Gundam ZZ,Temporada Única,Mobile Suit Gundam ZZ,mistralai/mistral-nemo-instruct-2407,CONCLUIDO,403,382,0,291689,3
2026-07-26T18:56:23.684476700Z,Mobile.Suit.Gundam.ZZ.S01E17_ENG.ass,Mobile Suit Gundam ZZ,Temporada Única,Mobile Suit Gundam ZZ,mistralai/mistral-nemo-instruct-2407,CONCLUIDO,371,359,0,278178,1
2026-07-26T19:01:09.938931400Z,Mobile.Suit.Gundam.ZZ.S01E18_ENG.ass,Mobile Suit Gundam ZZ,Temporada Única,Mobile Suit Gundam ZZ,mistralai/mistral-nemo-instruct-2407,PARCIAL,356,338,0,286235,9
2026-07-26T19:06:01.372585400Z,Mobile.Suit.Gundam.ZZ.S01E19_ENG.ass,Mobile Suit Gundam ZZ,Temporada Única,Mobile Suit Gundam ZZ,mistralai/mistral-nemo-instruct-2407,CONCLUIDO,369,353,0,291424,5
2026-07-26T19:12:25.261358500Z,Mobile.Suit.Gundam.ZZ.S01E20_ENG.ass,Mobile Suit Gundam ZZ,Temporada Única,Mobile Suit Gundam ZZ,mistralai/mistral-nemo-instruct-2407,PARCIAL,480,457,0,383880,8
