registradoEm,nomeEpisodio,animeNome,temporada,loreNome,modeloLlm,statusFinal,totalLinhas,falasTraduzidas,falasDoCache,tempoTotalMs,quantidadeAvisos
2026-08-06T21:35:18.442856700Z,[DB]86 Part 2_-_05_(Dual Audio_10bit_BD1080p_x265)_Track6.ass,86 Part 1,Temporada Única,86 (Eighty-Six),mistralai/mistral-nemo-instruct-2407,CONCLUIDO,247,0,242,210,0
2026-08-06T21:35:22.725253800Z,[DB]86 Part 2_-_06_(Dual Audio_10bit_BD1080p_x265)_Track6.ass,86 Part 1,Temporada Única,86 (Eighty-Six),mistralai/mistral-nemo-instruct-2407,CONCLUIDO,308,3,298,4275,0
2026-08-06T21:35:26.144066Z,[DB]86 Part 2_-_07_(Dual Audio_10bit_BD1080p_x265)_Track6.ass,86 Part 1,Temporada Única,86 (Eighty-Six),mistralai/mistral-nemo-instruct-2407,CONCLUIDO,341,3,326,3413,0
2026-08-06T21:35:26.380679600Z,[DB]86 Part 2_-_08_(Dual Audio_10bit_BD1080p_x265)_Track6.ass,86 Part 1,Temporada Única,86 (Eighty-Six),mistralai/mistral-nemo-instruct-2407,CONCLUIDO,297,0,279,228,0
2026-08-06T21:35:26.605999400Z,[DB]86 Part 2_-_09_(Dual Audio_10bit_BD1080p_x265)_Track6.ass,86 Part 1,Temporada Única,86 (Eighty-Six),mistralai/mistral-nemo-instruct-2407,CONCLUIDO,322,0,320,217,0
2026-08-06T21:35:26.782475100Z,[DB]86 Part 2_-_10_(Dual Audio_10bit_BD1080p_x265)_Track6.ass,86 Part 1,Temporada Única,86 (Eighty-Six),mistralai/mistral-nemo-instruct-2407,CONCLUIDO,243,0,215,168,0
2026-08-06T21:35:26.961586100Z,[DB]86 Part 2_-_11_(Dual Audio_10bit_BD1080p_x265)_Track6.ass,86 Part 1,Temporada Única,86 (Eighty-Six),mistralai/mistral-nemo-instruct-2407,CONCLUIDO,309,0,280,173,0
2026-08-06T21:35:28.511943Z,[DB]86 Part 2_-_12_(Dual Audio_10bit_BD1080p_x265)_Track6.ass,86 Part 1,Temporada Única,86 (Eighty-Six),mistralai/mistral-nemo-instruct-2407,CONCLUIDO,297,2,276,1542,0
2026-08-06T21:35:30.073450200Z,[DB]86_-_01_(Dual Audio_10bit_BD1080p_x265)_Track6.ass,86 Part 1,Temporada Única,86 (Eighty-Six),mistralai/mistral-nemo-instruct-2407,PARCIAL,313,0,307,1548,1
2026-08-06T21:41:24.244682900Z,[DB]86 Part 2_-_01_(Dual Audio_10bit_BD1080p_x265)_Track6.ass,86 Part 1,Temporada Única,86 (Eighty-Six),mistralai/mistral-nemo-instruct-2407,CONCLUIDO,299,294,0,333339,2
2026-08-06T21:46:45.588405Z,[DB]86 Part 2_-_02_(Dual Audio_10bit_BD1080p_x265)_Track6.ass,86 Part 1,Temporada Única,86 (Eighty-Six),mistralai/mistral-nemo-instruct-2407,CONCLUIDO,337,332,0,321335,1
2026-08-06T21:51:46.752133800Z,[DB]86 Part 2_-_03_(Dual Audio_10bit_BD1080p_x265)_Track6.ass,86 Part 1,Temporada Única,86 (Eighty-Six),mistralai/mistral-nemo-instruct-2407,PARCIAL,338,322,0,301156,2
2026-08-06T21:57:50.190577700Z,[DB]86 Part 2_-_04_(Dual Audio_10bit_BD1080p_x265)_Track6.ass,86 Part 1,Temporada Única,86 (Eighty-Six),mistralai/mistral-nemo-instruct-2407,PARCIAL,343,333,0,363431,7
2026-08-06T22:02:14.239320100Z,[DB]86 Part 2_-_05_(Dual Audio_10bit_BD1080p_x265)_Track6.ass,86 Part 1,Temporada Única,86 (Eighty-Six),mistralai/mistral-nemo-instruct-2407,CONCLUIDO,247,242,0,264041,0
2026-08-06T22:07:49.480624200Z,[DB]86 Part 2_-_06_(Dual Audio_10bit_BD1080p_x265)_Track6.ass,86 Part 1,Temporada Única,86 (Eighty-Six),mistralai/mistral-nemo-instruct-2407,PARCIAL,308,300,0,335232,3
2026-08-06T22:13:53.511503300Z,[DB]86 Part 2_-_07_(Dual Audio_10bit_BD1080p_x265)_Track6.ass,86 Part 1,Temporada Única,86 (Eighty-Six),mistralai/mistral-nemo-instruct-2407,CONCLUIDO,341,329,0,364025,2
2026-08-06T22:19:03.718495300Z,[DB]86 Part 2_-_08_(Dual Audio_10bit_BD1080p_x265)_Track6.ass,86 Part 1,Temporada Única,86 (Eighty-Six),mistralai/mistral-nemo-instruct-2407,CONCLUIDO,297,279,0,310199,6
2026-08-06T22:25:05.630808600Z,[DB]86 Part 2_-_09_(Dual Audio_10bit_BD1080p_x265)_Track6.ass,86 Part 1,Temporada Única,86 (Eighty-Six),mistralai/mistral-nemo-instruct-2407,CONCLUIDO,322,320,0,361903,0
2026-08-06T22:28:18.113678400Z,[DB]86 Part 2_-_10_(Dual Audio_10bit_BD1080p_x265)_Track6.ass,86 Part 1,Temporada Única,86 (Eighty-Six),mistralai/mistral-nemo-instruct-2407,CONCLUIDO,243,215,0,192474,2
2026-08-06T22:32:39.284301500Z,[DB]86 Part 2_-_11_(Dual Audio_10bit_BD1080p_x265)_Track6.ass,86 Part 1,Temporada Única,86 (Eighty-Six),mistralai/mistral-nemo-instruct-2407,CONCLUIDO,309,280,0,261165,0
2026-08-06T22:37:40.440501500Z,[DB]86 Part 2_-_12_(Dual Audio_10bit_BD1080p_x265)_Track6.ass,86 Part 1,Temporada Única,86 (Eighty-Six),mistralai/mistral-nemo-instruct-2407,PARCIAL,297,275,0,301149,6
2026-08-06T22:43:09.092134500Z,[DB]86_-_01_(Dual Audio_10bit_BD1080p_x265)_Track6.ass,86 Part 1,Temporada Única,86 (Eighty-Six),mistralai/mistral-nemo-instruct-2407,PARCIAL,313,307,0,328643,2
2026-08-06T22:49:05.325699400Z,[DB]86_-_02_(Dual Audio_10bit_BD1080p_x265)_Track6.ass,86 Part 1,Temporada Única,86 (Eighty-Six),mistralai/mistral-nemo-instruct-2407,PARCIAL,320,308,0,356226,3
2026-08-06T22:56:09.697376200Z,[DB]86_-_03_(Dual Audio_10bit_BD1080p_x265)_Track6.ass,86 Part 1,Temporada Única,86 (Eighty-Six),mistralai/mistral-nemo-instruct-2407,CONCLUIDO,420,403,0,424364,4
2026-08-06T23:02:24.963126900Z,[DB]86_-_04_(Dual Audio_10bit_BD1080p_x265)_Track6.ass,86 Part 1,Temporada Única,86 (Eighty-Six),mistralai/mistral-nemo-instruct-2407,CONCLUIDO,360,354,0,375260,1
2026-08-06T23:07:46.663848700Z,[DB]86_-_05_(Dual Audio_10bit_BD1080p_x265)_Track6.ass,86 Part 1,Temporada Única,86 (Eighty-Six),mistralai/mistral-nemo-instruct-2407,CONCLUIDO,335,315,0,321692,2
2026-08-06T23:13:31.113826Z,[DB]86_-_06_(Dual Audio_10bit_BD1080p_x265)_Track6.ass,86 Part 1,Temporada Única,86 (Eighty-Six),mistralai/mistral-nemo-instruct-2407,PARCIAL,360,350,0,344443,3
2026-08-06T23:18:56.233259100Z,[DB]86_-_07_(Dual Audio_10bit_BD1080p_x265)_Track6.ass,86 Part 1,Temporada Única,86 (Eighty-Six),mistralai/mistral-nemo-instruct-2407,CONCLUIDO,297,291,0,325111,0
2026-08-06T23:24:29.067890200Z,[DB]86_-_08_(Dual Audio_10bit_BD1080p_x265)_Track6.ass,86 Part 1,Temporada Única,86 (Eighty-Six),mistralai/mistral-nemo-instruct-2407,CONCLUIDO,326,315,0,332826,1
2026-08-06T23:28:44.846589600Z,[DB]86_-_09_(Dual Audio_10bit_BD1080p_x265)_Track6.ass,86 Part 1,Temporada Única,86 (Eighty-Six),mistralai/mistral-nemo-instruct-2407,CONCLUIDO,288,275,0,255772,2
2026-08-06T23:33:17.190609900Z,[DB]86_-_10_(Dual Audio_10bit_BD1080p_x265)_Track6.ass,86 Part 1,Temporada Única,86 (Eighty-Six),mistralai/mistral-nemo-instruct-2407,CONCLUIDO,283,276,0,272337,0
2026-08-06T23:37:18.772103600Z,[DB]86_-_11_(Dual Audio_10bit_BD1080p_x265)_Track6.ass,86 Part 1,Temporada Única,86 (Eighty-Six),mistralai/mistral-nemo-instruct-2407,PARCIAL,272,257,0,241574,2
2026-08-07T02:19:47.189496588Z,Mobile Suit Gundam Unicorn Re0096 (2016) - S01E18 - Fateful Battle_Track4.ass,Season 1,Temporada 1,Mobile Suit Gundam Unicorn,mistralai/mistral-nemo-instruct-2407,CONCLUIDO,201,200,0,314650,0
2026-08-07T02:43:20.804922600Z,[Sokudo] DanMachi - S00E01 Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka - OVA [1080p BD][AV1][dual audio]_Track3.ass,[Sokudo] DanMachi,Temporada Única,DanMachi (Geral),mistralai/mistral-nemo-instruct-2407,PARCIAL,412,396,0,452769,15
2026-08-07T03:02:41.510563500Z,[Sokudo] DanMachi - S00E02 Arrow of the Orion [1080p BD][AV1][dual audio]_Track3.ass,[Sokudo] DanMachi,Temporada Única,DanMachi (Geral),mistralai/mistral-nemo-instruct-2407,PARCIAL,1113,1042,0,1160692,27
2026-08-07T03:10:55.964834Z,[Sokudo] DanMachi - S00E04 OVA [1080p BD][AV1][dual audio]_Track3.ass,[Sokudo] DanMachi,Temporada Única,DanMachi (Geral),mistralai/mistral-nemo-instruct-2407,PARCIAL,471,437,0,494440,14
2026-08-07T03:22:12.999699Z,Mobile Suit Gundam 0083 - Stardust Memory - S01E01_Track3.ass,[Joseki] Mobile Suit Gundam 0083 Stardust Memory COMPLETE (1991)(BD AV1 1080p Opus)[Sub Eng],Temporada Única,Mobile Suit Gundam 0083: Stardust Memory,mistralai/mistral-nemo-instruct-2407,CONCLUIDO,341,330,0,318752,1
2026-08-07T03:22:28.813683900Z,Mobile Suit Gundam 0083 - Stardust Memory - S01E02_5_Track3.ass,[Joseki] Mobile Suit Gundam 0083 Stardust Memory COMPLETE (1991)(BD AV1 1080p Opus)[Sub Eng],Temporada Única,Mobile Suit Gundam 0083: Stardust Memory,mistralai/mistral-nemo-instruct-2407,CONCLUIDO,23,20,0,15803,0
2026-08-07T03:27:24.216302100Z,Mobile Suit Gundam 0083 - Stardust Memory - S01E02_Track3.ass,[Joseki] Mobile Suit Gundam 0083 Stardust Memory COMPLETE (1991)(BD AV1 1080p Opus)[Sub Eng],Temporada Única,Mobile Suit Gundam 0083: Stardust Memory,mistralai/mistral-nemo-instruct-2407,CONCLUIDO,340,329,0,295388,3
2026-08-07T03:29:01.217998900Z,Mobile Suit Gundam 0083 - Stardust Memory - S01E03-5_Track2.ass,[Joseki] Mobile Suit Gundam 0083 Stardust Memory COMPLETE (1991)(BD AV1 1080p Opus)[Sub Eng],Temporada Única,Mobile Suit Gundam 0083: Stardust Memory,mistralai/mistral-nemo-instruct-2407,CONCLUIDO,78,78,0,96994,3
2026-08-07T03:33:18.410915800Z,Mobile Suit Gundam 0083 - Stardust Memory - S01E03_Track3.ass,[Joseki] Mobile Suit Gundam 0083 Stardust Memory COMPLETE (1991)(BD AV1 1080p Opus)[Sub Eng],Temporada Única,Mobile Suit Gundam 0083: Stardust Memory,mistralai/mistral-nemo-instruct-2407,CONCLUIDO,311,301,0,257165,2
2026-08-07T03:38:27.606725700Z,Mobile Suit Gundam 0083 - Stardust Memory - S01E04_Track3.ass,[Joseki] Mobile Suit Gundam 0083 Stardust Memory COMPLETE (1991)(BD AV1 1080p Opus)[Sub Eng],Temporada Única,Mobile Suit Gundam 0083: Stardust Memory,mistralai/mistral-nemo-instruct-2407,PARCIAL,352,339,0,309188,2
2026-08-07T03:44:01.501687200Z,Mobile Suit Gundam 0083 - Stardust Memory - S01E05_Track3.ass,[Joseki] Mobile Suit Gundam 0083 Stardust Memory COMPLETE (1991)(BD AV1 1080p Opus)[Sub Eng],Temporada Única,Mobile Suit Gundam 0083: Stardust Memory,mistralai/mistral-nemo-instruct-2407,CONCLUIDO,372,365,0,333877,1
2026-08-07T03:48:05.981359200Z,Mobile Suit Gundam 0083 - Stardust Memory - S01E06_Track3.ass,[Joseki] Mobile Suit Gundam 0083 Stardust Memory COMPLETE (1991)(BD AV1 1080p Opus)[Sub Eng],Temporada Única,Mobile Suit Gundam 0083: Stardust Memory,mistralai/mistral-nemo-instruct-2407,PARCIAL,285,281,0,244470,1
2026-08-07T03:52:41.524878900Z,Mobile Suit Gundam 0083 - Stardust Memory - S01E07_Track3.ass,[Joseki] Mobile Suit Gundam 0083 Stardust Memory COMPLETE (1991)(BD AV1 1080p Opus)[Sub Eng],Temporada Única,Mobile Suit Gundam 0083: Stardust Memory,mistralai/mistral-nemo-instruct-2407,PARCIAL,323,313,0,275531,4
2026-08-07T03:57:37.398554800Z,Mobile Suit Gundam 0083 - Stardust Memory - S01E08_Track3.ass,[Joseki] Mobile Suit Gundam 0083 Stardust Memory COMPLETE (1991)(BD AV1 1080p Opus)[Sub Eng],Temporada Única,Mobile Suit Gundam 0083: Stardust Memory,mistralai/mistral-nemo-instruct-2407,CONCLUIDO,367,359,0,295866,2
2026-08-07T04:02:01.685472800Z,Mobile Suit Gundam 0083 - Stardust Memory - S01E09_Track3.ass,[Joseki] Mobile Suit Gundam 0083 Stardust Memory COMPLETE (1991)(BD AV1 1080p Opus)[Sub Eng],Temporada Única,Mobile Suit Gundam 0083: Stardust Memory,mistralai/mistral-nemo-instruct-2407,CONCLUIDO,280,276,0,264274,2
2026-08-07T04:05:37.837427Z,Mobile Suit Gundam 0083 - Stardust Memory - S01E10_Track3.ass,[Joseki] Mobile Suit Gundam 0083 Stardust Memory COMPLETE (1991)(BD AV1 1080p Opus)[Sub Eng],Temporada Única,Mobile Suit Gundam 0083: Stardust Memory,mistralai/mistral-nemo-instruct-2407,CONCLUIDO,242,238,0,216140,1
2026-08-07T04:10:17.823755200Z,Mobile Suit Gundam 0083 - Stardust Memory - S01E11_Track3.ass,[Joseki] Mobile Suit Gundam 0083 Stardust Memory COMPLETE (1991)(BD AV1 1080p Opus)[Sub Eng],Temporada Única,Mobile Suit Gundam 0083: Stardust Memory,mistralai/mistral-nemo-instruct-2407,CONCLUIDO,301,297,0,279977,3
2026-08-07T04:13:43.729745500Z,Mobile Suit Gundam 0083 - Stardust Memory - S01E12_Track3.ass,[Joseki] Mobile Suit Gundam 0083 Stardust Memory COMPLETE (1991)(BD AV1 1080p Opus)[Sub Eng],Temporada Única,Mobile Suit Gundam 0083: Stardust Memory,mistralai/mistral-nemo-instruct-2407,CONCLUIDO,229,227,0,205898,0
2026-08-07T04:16:38.423950700Z,Mobile Suit Gundam 0083 - Stardust Memory - S01E13_Track3.ass,[Joseki] Mobile Suit Gundam 0083 Stardust Memory COMPLETE (1991)(BD AV1 1080p Opus)[Sub Eng],Temporada Única,Mobile Suit Gundam 0083: Stardust Memory,mistralai/mistral-nemo-instruct-2407,CONCLUIDO,217,209,0,174682,1
2026-08-07T05:57:50.748570800Z,Mobile.Suit.Gundam.The.08th.MS.Team.S00E02_Track2.ass,[Joseki] Mobile Suit Gundam The 08th MS Team COMPLETE (1996)(BD AV1 1080p Opus)[Sub Eng],Temporada Única,Mobile Suit Gundam: The 08th MS Team,mistralai/mistral-nemo-instruct-2407,CONCLUIDO,73,70,0,56256,0
2026-08-07T06:01:39.890289Z,Mobile.Suit.Gundam.The.08th.MS.Team.S01E01_Track3.ass,[Joseki] Mobile Suit Gundam The 08th MS Team COMPLETE (1996)(BD AV1 1080p Opus)[Sub Eng],Temporada Única,Mobile Suit Gundam: The 08th MS Team,mistralai/mistral-nemo-instruct-2407,CONCLUIDO,286,282,0,229128,1
2026-08-07T06:05:38.849204200Z,Mobile.Suit.Gundam.The.08th.MS.Team.S01E02_Track3.ass,[Joseki] Mobile Suit Gundam The 08th MS Team COMPLETE (1996)(BD AV1 1080p Opus)[Sub Eng],Temporada Única,Mobile Suit Gundam: The 08th MS Team,mistralai/mistral-nemo-instruct-2407,CONCLUIDO,267,264,0,238948,0
2026-08-07T06:10:34.067755300Z,Mobile.Suit.Gundam.The.08th.MS.Team.S01E03_Track3.ass,[Joseki] Mobile Suit Gundam The 08th MS Team COMPLETE (1996)(BD AV1 1080p Opus)[Sub Eng],Temporada Única,Mobile Suit Gundam: The 08th MS Team,mistralai/mistral-nemo-instruct-2407,PARCIAL,342,335,0,295211,3
2026-08-07T06:15:26.073969200Z,Mobile.Suit.Gundam.The.08th.MS.Team.S01E04_Track3.ass,[Joseki] Mobile Suit Gundam The 08th MS Team COMPLETE (1996)(BD AV1 1080p Opus)[Sub Eng],Temporada Única,Mobile Suit Gundam: The 08th MS Team,mistralai/mistral-nemo-instruct-2407,CONCLUIDO,334,328,0,291998,1
2026-08-07T06:20:20.169391Z,Mobile.Suit.Gundam.The.08th.MS.Team.S01E05_Track3.ass,[Joseki] Mobile Suit Gundam The 08th MS Team COMPLETE (1996)(BD AV1 1080p Opus)[Sub Eng],Temporada Única,Mobile Suit Gundam: The 08th MS Team,mistralai/mistral-nemo-instruct-2407,CONCLUIDO,378,363,0,294086,1
2026-08-07T06:24:36.516631500Z,Mobile.Suit.Gundam.The.08th.MS.Team.S01E06_Track3.ass,[Joseki] Mobile Suit Gundam The 08th MS Team COMPLETE (1996)(BD AV1 1080p Opus)[Sub Eng],Temporada Única,Mobile Suit Gundam: The 08th MS Team,mistralai/mistral-nemo-instruct-2407,PARCIAL,304,295,0,256340,5
2026-08-07T06:27:19.461278400Z,Mobile.Suit.Gundam.The.08th.MS.Team.S01E07_Track3.ass,[Joseki] Mobile Suit Gundam The 08th MS Team COMPLETE (1996)(BD AV1 1080p Opus)[Sub Eng],Temporada Única,Mobile Suit Gundam: The 08th MS Team,mistralai/mistral-nemo-instruct-2407,CONCLUIDO,208,203,0,162936,0
2026-08-07T06:31:42.541926100Z,Mobile.Suit.Gundam.The.08th.MS.Team.S01E08_Track3.ass,[Joseki] Mobile Suit Gundam The 08th MS Team COMPLETE (1996)(BD AV1 1080p Opus)[Sub Eng],Temporada Única,Mobile Suit Gundam: The 08th MS Team,mistralai/mistral-nemo-instruct-2407,PARCIAL,301,300,0,263071,1
2026-08-07T06:36:21.031023800Z,Mobile.Suit.Gundam.The.08th.MS.Team.S01E09_Track3.ass,[Joseki] Mobile Suit Gundam The 08th MS Team COMPLETE (1996)(BD AV1 1080p Opus)[Sub Eng],Temporada Única,Mobile Suit Gundam: The 08th MS Team,mistralai/mistral-nemo-instruct-2407,PARCIAL,321,316,0,278480,5
2026-08-07T06:40:25.672597600Z,Mobile.Suit.Gundam.The.08th.MS.Team.S01E10_Track3.ass,[Joseki] Mobile Suit Gundam The 08th MS Team COMPLETE (1996)(BD AV1 1080p Opus)[Sub Eng],Temporada Única,Mobile Suit Gundam: The 08th MS Team,mistralai/mistral-nemo-instruct-2407,PARCIAL,262,258,0,244622,12
2026-08-07T06:43:53.684828700Z,Mobile.Suit.Gundam.The.08th.MS.Team.S01E11_Track3.ass,[Joseki] Mobile Suit Gundam The 08th MS Team COMPLETE (1996)(BD AV1 1080p Opus)[Sub Eng],Temporada Única,Mobile Suit Gundam: The 08th MS Team,mistralai/mistral-nemo-instruct-2407,CONCLUIDO,245,242,0,208004,3
2026-08-07T06:47:35.876083500Z,Mobile.Suit.Gundam.The.08th.MS.Team.S01E12_Track3.ass,[Joseki] Mobile Suit Gundam The 08th MS Team COMPLETE (1996)(BD AV1 1080p Opus)[Sub Eng],Temporada Única,Mobile Suit Gundam: The 08th MS Team,mistralai/mistral-nemo-instruct-2407,PARCIAL,287,282,0,222178,3
2026-08-07T12:30:05.980753100Z,[Lulu] Break Blade - 01 [BD 1080p Hi10 FLAC][Dual-Audio]_Track3.ass,Break Blade 1,Temporada Única,Break Blade - Filme 1 - O Tempo do Despertar,mistralai/mistral-nemo-instruct-2407,PARCIAL,583,548,0,547369,4
2026-08-07T12:40:39.645286100Z,[Lulu] Break Blade - 02 [BD 1080p Hi10 FLAC][Dual-Audio]_Track3.ass,Break Blade 2,Temporada Única,Break Blade - Filme 2 - O Caminho da Separação,mistralai/mistral-nemo-instruct-2407,PARCIAL,573,550,0,614034,5
2026-08-07T12:48:52.343655600Z,[Lulu] Break Blade - 03 [BD 1080p Hi10 FLAC][Dual-Audio]_Track3.ass,Break Blade 3,Temporada Única,Break Blade - Filme 3 - Cicatrizes da Lâmina do Assassino,mistralai/mistral-nemo-instruct-2407,PARCIAL,490,463,0,490154,5
2026-08-07T12:58:40.556809800Z,[Lulu] Break Blade - 04 [BD 1080p Hi10 FLAC][Dual-Audio]_Track3.ass,Break Blade 4,Temporada Única,Break Blade - Filme 4 - A Terra da Calamidade,mistralai/mistral-nemo-instruct-2407,PARCIAL,528,516,0,572797,6
2026-08-07T13:06:30.697723Z,[Lulu] Break Blade - 05 [BD 1080p Hi10 FLAC][Dual-Audio]_Track3.ass,Break Blade 5,Temporada Única,Break Blade - Filme 5 - A Fronteira entre a Vida e a Morte,mistralai/mistral-nemo-instruct-2407,PARCIAL,436,425,0,448902,3
2026-08-07T13:14:34.045905500Z,[Lulu] Break Blade - 06 [BD 1080p Hi10 FLAC][Dual-Audio]_Track3.ass,Break Blade 6,Temporada Única,Break Blade - Filme 6 - Fortaleza do Lamentar,mistralai/mistral-nemo-instruct-2407,PARCIAL,486,451,0,470735,6
2026-08-07T13:30:54.464957800Z,[Sokudo] DanMachi - S00E02 Arrow of the Orion [1080p BD][AV1][dual audio]_ENG.ass,DanMachi Arrow of the Orion,Temporada Única,DanMachi: Arrow of the Orion (Filme),mistralai/mistral-nemo-instruct-2407,PARCIAL,1113,1038,0,967448,32
2026-08-07T13:37:58.766266400Z,[Sokudo] Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka V - S05E01 [1080p BD AV1][Dual Audio]_ENG.ass,DanMachi Season 05,Temporada 5,DanMachi (Season 5),mistralai/mistral-nemo-instruct-2407,CONCLUIDO,400,348,46,421800,1
2026-08-07T13:46:04.680437600Z,[Sokudo] Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka V - S05E02 [1080p BD AV1][Dual Audio]_ENG.ass,DanMachi Season 05,Temporada 5,DanMachi (Season 5),mistralai/mistral-nemo-instruct-2407,PARCIAL,398,390,0,485884,4
2026-08-07T13:51:29.735939500Z,[Sokudo] Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka V - S05E03 [1080p BD AV1][Dual Audio]_ENG.ass,DanMachi Season 05,Temporada 5,DanMachi (Season 5),mistralai/mistral-nemo-instruct-2407,CONCLUIDO,318,309,0,325040,2
2026-08-07T13:58:32.156256500Z,[Sokudo] Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka V - S05E04 [1080p BD AV1][Dual Audio]_ENG.ass,DanMachi Season 05,Temporada 5,DanMachi (Season 5),mistralai/mistral-nemo-instruct-2407,CONCLUIDO,393,391,0,422406,1
2026-08-07T14:05:49.093982700Z,[Sokudo] Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka V - S05E05 [1080p BD AV1][Dual Audio]_ENG.ass,DanMachi Season 05,Temporada 5,DanMachi (Season 5),mistralai/mistral-nemo-instruct-2407,PARCIAL,379,372,0,436923,7
2026-08-07T14:12:20.779269500Z,[Sokudo] Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka V - S05E06 [1080p BD AV1][Dual Audio]_ENG.ass,DanMachi Season 05,Temporada 5,DanMachi (Season 5),mistralai/mistral-nemo-instruct-2407,CONCLUIDO,353,350,0,391664,1
2026-08-07T14:18:46.717318900Z,[Sokudo] Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka V - S05E07 [1080p BD AV1][Dual Audio]_ENG.ass,DanMachi Season 05,Temporada 5,DanMachi (Season 5),mistralai/mistral-nemo-instruct-2407,PARCIAL,359,341,0,385923,4
2026-08-07T14:26:17.899130300Z,[Sokudo] Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka V - S05E08 [1080p BD AV1][Dual Audio]_ENG.ass,DanMachi Season 05,Temporada 5,DanMachi (Season 5),mistralai/mistral-nemo-instruct-2407,PARCIAL,373,370,0,451167,6
2026-08-07T14:34:07.035965500Z,[Sokudo] Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka V - S05E09 [1080p BD AV1][Dual Audio]_ENG.ass,DanMachi Season 05,Temporada 5,DanMachi (Season 5),mistralai/mistral-nemo-instruct-2407,CONCLUIDO,386,383,0,469116,3
2026-08-07T14:42:09.905449300Z,[Sokudo] Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka V - S05E10 [1080p BD AV1][Dual Audio]_ENG.ass,DanMachi Season 05,Temporada 5,DanMachi (Season 5),mistralai/mistral-nemo-instruct-2407,CONCLUIDO,371,366,0,482856,0
2026-08-07T14:49:33.875148Z,[Sokudo] Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka V - S05E11 [1080p BD AV1][Dual Audio]_ENG.ass,DanMachi Season 05,Temporada 5,DanMachi (Season 5),mistralai/mistral-nemo-instruct-2407,CONCLUIDO,356,347,0,443955,2
2026-08-07T14:55:30.513180800Z,[Sokudo] Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka V - S05E12 [1080p BD AV1][Dual Audio]_ENG.ass,DanMachi Season 05,Temporada 5,DanMachi (Season 5),mistralai/mistral-nemo-instruct-2407,CONCLUIDO,301,296,0,356623,0
2026-08-07T15:02:43.546444100Z,[Sokudo] Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka V - S05E13 [1080p BD AV1][Dual Audio]_ENG.ass,DanMachi Season 05,Temporada 5,DanMachi (Season 5),mistralai/mistral-nemo-instruct-2407,CONCLUIDO,365,361,0,433010,0
2026-08-07T15:09:42.240578Z,[Sokudo] Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka V - S05E14 [1080p BD AV1][Dual Audio]_ENG.ass,DanMachi Season 05,Temporada 5,DanMachi (Season 5),mistralai/mistral-nemo-instruct-2407,PARCIAL,338,331,0,418677,5
2026-08-07T15:15:03.973067200Z,[Sokudo] Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka V - S05E15 [1080p BD AV1][Dual Audio]_ENG.ass,DanMachi Season 05,Temporada 5,DanMachi (Season 5),mistralai/mistral-nemo-instruct-2407,CONCLUIDO,319,312,0,321715,1
2026-08-07T15:22:16.722353400Z,[Sokudo] DanMachi - S00E01 Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka - OVA [1080p BD][AV1][dual audio]_ENG.ass,DanMachi Season 00,Temporada 0,DanMachi (Geral),mistralai/mistral-nemo-instruct-2407,PARCIAL,412,401,0,427982,7
2026-08-07T15:30:17.187704300Z,[Sokudo] DanMachi - S00E04 OVA [1080p BD][AV1][dual audio]_ENG.ass,DanMachi Season 00,Temporada 0,DanMachi (Geral),mistralai/mistral-nemo-instruct-2407,PARCIAL,471,440,0,480447,9
2026-08-07T15:30:25.031022300Z,[Sokudo] DanMachi - S00E05 Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka III - OVA [1080p BD][AV1][dual audio]_ENG.ass,DanMachi Season 00,Temporada 0,DanMachi (Geral),mistralai/mistral-nemo-instruct-2407,CONCLUIDO,22,20,0,7830,0
2026-08-07T15:32:28.722522300Z,Guilty Crown OVA - 01_Track2.ass,Guilty Crown OVA,Temporada Única,Guilty Crown,mistralai/mistral-nemo-instruct-2407,CONCLUIDO,98,97,0,115537,1
2026-08-07T15:33:41.974033Z,[Lulu] Break Blade - 01 [BD 1080p Hi10 FLAC][Dual-Audio]_Track3.ass,Break Blade 1,Temporada Única,Break Blade - Filme 1 - O Tempo do Despertar,mistralai/mistral-nemo-instruct-2407,PARCIAL,583,0,548,3706,1
